Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee
No,121,1,1,1.59,0,193.8,62,65.9,9.88
No,112,1,0,0.0,1,168.6,102,54.0,14.9
No,118,1,0,0.0,2,253.2,122,61.0,10.05
No,66,1,1,2.4,1,174.7,92,74.0,11.61
No,78,1,0,0.35,0,87.0,102,35.5,9.68
No,129,1,1,4.0,2,204.5,79,87.0,6.64
No,6,1,0,0.0,3,226.5,93,52.0,7.61
No,107,0,0,0.29,1,234.1,91,56.9,8.16
Yes,107,0,0,0.0,3,133.3,106,39.0,9.15
No,138,1,0,0.27,1,133.9,87,39.7,8.32
No,103,1,0,0.0,0,160.2,104,40.0,6.95
No,116,1,1,3.0,0,230.6,94,89.0,11.21
No,189,1,0,0.0,2,227.4,84,54.0,8.8
No,161,1,0,0.0,2,72.8,120,36.0,13.36
No,1,1,0,0.25,1,196.1,107,61.5,14.83
No,89,1,0,0.0,1,197.1,110,48.0,8.3
No,64,1,0,0.0,1,219.6,126,64.0,15.17
Yes,126,1,1,3.46,4,153.4,90,73.6,7.57
No,129,1,0,0.0,2,216.0,85,53.0,9.35
No,128,1,1,2.92,0,222.9,136,90.2,13.1
No,81,1,1,3.16,3,115.9,120,71.6,11.83
No,114,1,0,0.0,1,189.8,101,45.0,7.39
No,50,1,0,0.0,0,154.7,102,52.0,14.9
No,86,1,0,0.0,3,136.4,104,41.0,10.13
No,96,1,0,0.0,1,170.5,86,53.0,13.88
No,72,1,0,0.27,0,272.4,88,58.7,5.4
No,64,1,1,1.59,8,210.0,116,71.9,11.64
No,57,0,1,3.29,2,236.5,94,87.9,8.16
No,65,1,0,0.0,2,153.9,117,45.0,11.01
No,163,1,0,0.0,1,223.0,120,58.0,11.35
No,136,1,0,0.36,2,252.4,74,61.6,8.4
No,116,1,0,0.0,1,197.9,84,48.0,8.41
No,93,1,0,0.17,3,152.4,74,51.7,13.73
No,142,1,1,2.48,3,237.4,105,80.8,8.8
No,92,1,0,0.0,1,265.6,82,61.0,9.04
No,70,1,0,0.0,1,197.3,91,60.0,15.29
No,22,1,1,1.13,1,199.1,100,64.3,11.09
No,37,1,0,0.0,2,233.7,114,58.0,10.4
No,51,1,0,0.0,1,183.1,99,45.0,8.01
No,174,1,0,0.22,2,139.4,96,38.2,7.17
Yes,68,1,0,0.21,1,213.9,112,61.1,13.03
No,130,1,0,0.0,1,207.1,70,53.0,10.01
No,104,1,0,0.0,2,139.7,78,41.0,10.13
No,134,1,0,0.35,2,177.2,91,53.5,11.44
No,108,1,1,2.57,2,169.8,136,69.7,8.69
No,103,1,0,0.0,3,173.5,83,51.0,12.22
No,62,1,0,0.29,1,159.9,100,44.9,8.61
No,162,1,0,0.28,2,115.1,89,39.8,9.84
No,93,1,1,3.38,2,136.8,113,72.8,8.98
No,42,1,0,0.0,1,92.2,108,34.0,10.56
No,155,1,1,3.62,2,243.9,112,89.2,6.65
No,36,1,0,0.0,0,117.1,94,40.0,11.77
Yes,143,1,0,0.0,0,223.3,99,53.0,8.36
No,197,1,0,0.24,3,154.8,111,43.4,8.58
Yes,81,1,0,0.0,1,261.4,141,63.0,10.79
Yes,138,0,0,0.0,4,46.5,104,24.0,9.3
Yes,103,1,1,3.11,0,149.9,84,72.1,8.55
Yes,127,0,0,0.0,2,242.2,102,61.0,11.31
Yes,136,1,0,0.31,1,259.4,99,62.1,8.64
No,99,1,0,0.33,2,222.4,102,57.3,9.29
No,95,1,0,0.0,0,69.4,79,29.0,9.54
Yes,118,0,1,3.0,4,156.5,122,75.0,10.46
Yes,113,1,0,0.0,5,61.2,111,19.0,4.62
No,128,0,0,0.0,0,245.2,112,51.0,5.08
No,117,1,0,0.0,3,102.3,100,29.0,6.76
No,48,1,1,2.05,3,230.9,92,74.5,8.38
No,81,0,0,0.25,0,227.4,105,59.5,10.58
No,57,1,0,0.19,1,192.8,68,48.9,7.9
No,140,1,0,0.26,1,162.6,98,48.6,10.31
No,107,1,1,2.97,2,219.4,92,82.7,9.03
No,56,1,0,0.0,1,137.2,111,38.0,8.3
No,159,1,0,0.0,1,87.7,103,39.0,13.91
No,102,1,0,0.33,1,271.1,80,64.3,8.6
No,107,1,0,0.0,1,103.4,94,34.0,9.47
No,106,1,0,0.24,2,52.2,106,30.4,11.01
Yes,225,1,0,0.3,0,165.4,106,55.0,13.69
No,75,1,0,0.0,2,147.5,110,42.0,9.59
No,86,1,0,0.0,0,217.8,93,56.0,10.74
No,169,1,0,0.0,1,235.7,79,52.0,6.85
No,122,1,1,2.32,2,204.5,92,70.2,6.98
No,106,1,0,0.0,0,178.4,143,52.0,12.35
No,52,1,1,3.65,2,130.1,68,80.5,12.36
No,79,1,1,4.0,2,103.7,100,78.0,11.82
No,135,1,0,0.17,2,239.9,91,57.7,8.86
No,70,1,0,0.0,0,148.4,110,48.0,13.36
No,80,1,0,0.0,2,148.6,106,44.0,10.54
No,37,1,0,0.0,0,191.1,69,44.0,6.46
No,161,1,1,1.97,1,218.5,76,66.7,5.64
No,137,1,0,0.36,1,97.5,95,37.6,9.79
No,123,1,0,0.0,0,128.7,126,32.0,5.88
No,80,1,1,2.57,2,236.6,69,83.7,9.88
No,94,1,0,0.0,0,85.9,113,34.0,11.34
No,105,1,1,3.08,1,141.2,96,69.8,8.39
No,73,1,1,3.11,0,194.4,104,80.1,8.8
No,112,1,0,0.0,2,167.6,100,42.0,7.73
No,179,1,0,0.32,1,234.5,134,57.2,8.21
No,57,1,0,0.31,1,154.2,78,46.1,9.84
No,127,1,1,3.13,1,143.2,99,70.3,8.5
No,122,0,1,3.43,1,216.4,80,93.3,12.49
No,33,1,1,2.3,1,161.9,85,64.0,7.56
No,94,1,0,0.0,3,118.7,90,38.0,10.26
No,100,1,0,0.0,1,179.1,123,48.0,9.83
No,106,1,0,0.0,2,147.9,97,43.0,10.47
No,148,1,1,4.46,2,209.2,110,90.6,5.83
No,120,1,1,2.86,0,244.3,140,97.6,16.12
No,91,1,1,1.51,1,175.3,96,68.1,13.12
No,86,1,0,0.0,1,150.5,92,36.0,6.02
No,78,1,1,3.56,0,197.4,73,94.6,14.79
No,94,1,0,0.0,1,163.5,136,41.0,7.19
Yes,85,1,0,0.0,2,236.9,93,58.0,9.89
No,89,1,0,0.0,1,82.3,77,29.0,8.36
No,128,1,0,0.0,1,216.0,111,50.0,7.69
No,115,0,0,0.0,1,180.0,119,48.0,9.94
No,76,1,0,0.0,1,143.7,55,40.0,8.66
No,75,1,1,3.05,1,198.2,107,88.5,14.02
No,90,1,1,3.0,2,185.6,106,81.0,10.99
No,30,1,0,0.0,3,137.6,108,38.0,8.1
Yes,105,0,0,0.0,1,273.9,119,71.0,13.93
No,102,1,1,1.7,3,125.3,92,51.0,7.06
No,83,1,0,0.0,3,178.8,102,45.0,8.4
No,63,1,1,2.21,0,214.9,86,76.1,9.91
No,155,1,0,0.0,2,163.0,93,46.0,10.2
No,82,1,1,2.38,2,163.8,77,63.8,6.75
No,87,1,0,0.0,1,189.5,113,50.0,10.25
No,115,1,1,1.22,0,155.2,110,59.2,11.55
Yes,99,0,0,0.0,0,242.3,102,72.0,17.55
No,121,0,1,2.35,3,254.1,127,82.5,9.01
No,54,1,1,3.05,2,112.0,90,67.5,10.4
No,105,1,0,0.24,3,115.5,73,45.4,13.37
No,73,1,0,0.34,1,137.1,102,45.4,10.54
No,95,1,0,0.0,0,198.4,113,54.0,11.8
No,21,1,1,3.48,3,132.7,94,74.8,10.23
No,163,1,1,3.73,2,219.6,99,93.3,10.52
No,57,1,0,0.0,0,169.6,96,49.0,11.74
No,104,0,0,0.0,4,160.4,73,53.0,14.7
No,83,1,1,3.02,0,95.0,89,61.2,8.4
No,141,1,0,0.24,2,160.1,87,52.4,12.84
No,95,1,0,0.0,3,194.6,114,53.0,11.64
Yes,184,1,0,0.0,1,236.4,73,65.0,14.37
No,74,1,0,0.0,2,157.1,95,45.0,10.66
No,67,1,0,0.0,0,179.8,125,46.0,8.66
No,104,0,0,0.0,0,148.2,108,39.0,8.09
No,71,1,1,3.21,1,183.2,103,81.1,10.47
Yes,149,1,0,0.0,4,119.2,88,35.0,8.42
No,154,1,1,2.59,0,224.0,102,80.9,9.6
No,138,1,1,2.13,0,19.5,149,37.3,7.05
No,117,1,0,0.0,1,184.8,83,53.0,12.43
No,130,1,0,0.0,1,176.3,140,48.0,10.05
No,73,1,0,0.0,2,241.7,115,56.0,8.43
No,100,1,1,2.65,0,224.7,121,90.5,14.7
No,149,1,0,0.37,1,207.3,115,56.7,9.92
No,29,1,0,0.0,2,196.8,81,48.0,8.4
No,131,1,0,0.0,1,110.9,74,29.0,5.78
No,153,1,0,0.0,2,122.5,145,45.0,13.67
No,84,1,0,0.14,2,226.9,144,57.4,10.08
No,133,1,0,0.0,2,187.0,65,44.0,7.07
No,112,1,0,0.0,0,170.5,113,46.0,9.66
No,87,1,0,0.0,0,204.8,101,49.0,8.05
No,72,1,0,0.0,2,165.9,114,49.0,11.8
Yes,66,1,0,0.0,4,154.0,133,44.0,9.95
No,65,1,1,2.4,1,158.1,104,79.0,16.11
No,74,1,0,0.45,2,225.2,93,61.5,10.76
Yes,116,1,0,0.0,6,159.4,79,43.0,8.98
No,68,1,0,0.2,2,172.7,95,44.0,6.96
No,68,1,0,0.11,3,222.8,99,54.1,8.79
No,54,0,0,0.0,1,214.1,77,57.0,12.03
No,99,1,0,0.0,1,54.8,92,25.0,8.65
No,107,1,0,0.0,3,134.0,104,38.0,8.73
No,124,1,0,0.0,1,184.8,74,47.0,8.76
No,95,1,1,3.05,3,283.1,112,103.5,14.31
Yes,173,1,0,0.0,0,291.8,143,68.0,10.72
No,110,1,0,0.3,1,222.7,94,50.0,5.29
No,102,1,0,0.0,0,174.5,79,50.0,11.84
No,130,1,0,0.0,0,68.4,86,29.0,9.67
No,91,1,1,2.59,1,273.0,78,90.9,10.78
Yes,64,0,0,0.0,1,225.3,134,48.0,5.41
No,176,1,1,1.94,1,283.2,130,81.4,8.13
Yes,93,0,0,0.0,1,131.4,78,42.0,10.99
No,84,1,1,2.89,1,89.7,87,56.9,6.93
No,138,1,0,0.0,3,127.1,102,43.0,12.39
No,101,1,1,2.89,1,105.9,132,66.9,11.59
No,136,1,0,0.3,2,142.3,79,41.0,7.9
No,111,1,0,0.25,2,191.3,80,47.5,6.93
No,132,1,1,3.7,0,201.9,93,85.0,7.82
No,128,1,0,0.36,3,247.3,91,61.6,9.14
No,92,1,1,2.4,1,242.2,96,79.0,7.99
Yes,197,0,0,0.12,5,127.3,80,42.2,11.12
No,191,1,0,0.0,1,162.0,104,49.0,12.06
No,99,1,1,2.86,2,179.1,93,79.6,11.92
No,106,1,1,3.32,3,197.4,125,78.2,6.17
No,88,1,0,0.29,2,148.2,82,54.9,15.44
No,78,1,0,0.0,0,193.1,85,48.0,8.61
No,98,1,0,0.16,1,171.7,99,46.6,8.74
No,17,1,1,2.19,1,198.5,123,78.9,13.53
No,56,1,1,3.43,1,121.7,87,71.3,9.2
No,84,1,0,0.16,2,130.2,105,47.6,13.9
No,95,1,0,0.0,2,203.4,96,49.0,8.43
No,16,1,0,0.0,5,174.7,83,54.0,14.04
Yes,76,0,0,0.34,1,241.0,120,64.4,11.59
No,93,1,0,0.21,0,141.7,95,45.1,11.05
No,83,1,0,0.0,2,134.8,96,38.0,8.36
No,123,1,0,0.0,1,163.1,119,49.0,12.47
No,64,1,0,0.31,1,145.5,116,48.1,11.42
Yes,82,1,0,0.0,0,329.8,73,74.0,10.42
No,107,1,0,0.0,2,194.5,97,49.0,9.32
No,110,1,0,0.0,1,131.9,93,46.0,13.64
No,96,1,1,2.3,1,150.0,91,63.0,7.97
No,47,1,1,3.48,2,196.6,93,88.8,12.07
No,115,1,0,0.0,2,99.7,107,30.0,7.26
No,69,1,0,0.27,3,143.6,88,39.7,7.09
No,163,1,1,3.32,2,231.9,56,91.2,10.59
No,90,1,0,0.0,3,37.8,80,20.0,7.77
No,98,1,0,0.0,3,72.8,107,29.0,9.32
No,90,1,1,3.08,1,94.8,89,65.8,10.96
No,174,1,1,3.35,1,221.8,143,89.5,10.53
Yes,95,1,0,0.0,2,269.0,120,66.0,11.69
Yes,79,1,0,0.31,1,268.3,114,65.1,9.28
No,123,1,1,3.38,1,198.7,127,88.8,12.45
Yes,99,1,0,0.0,7,115.5,75,39.0,10.91
No,114,1,0,0.0,2,202.1,100,51.0,9.79
No,141,1,0,0.0,1,215.6,113,54.0,10.03
No,132,1,0,0.0,1,169.9,107,47.0,10.47
No,133,1,0,0.0,0,201.7,85,49.0,8.47
No,133,1,0,0.0,4,221.1,133,52.0,8.01
No,93,1,1,2.54,2,218.7,117,72.4,5.75
Yes,34,1,0,0.29,2,293.7,89,76.9,13.63
Yes,140,1,0,0.0,4,120.3,108,41.0,12.02
No,96,1,1,3.0,2,175.8,96,78.0,10.33
Yes,144,1,0,0.0,1,278.5,95,68.0,12.04
No,24,1,1,1.94,3,236.3,105,76.4,9.54
No,54,1,0,0.0,1,273.8,113,57.0,5.98
Yes,50,1,0,0.0,5,131.1,129,36.0,8.03
No,92,1,1,3.02,4,167.4,83,81.2,12.93
No,96,1,0,0.0,3,197.7,68,55.0,12.53
No,146,1,0,0.0,2,169.5,93,49.0,11.55
No,138,0,1,3.16,0,225.2,116,85.6,8.67
No,102,1,0,0.0,4,174.5,73,48.0,10.69
Yes,76,1,0,0.36,5,129.7,84,41.6,8.88
No,99,1,0,0.0,3,200.0,66,44.0,5.4
No,83,1,1,3.59,0,95.9,87,74.9,13.08
No,36,1,1,2.46,1,152.8,110,71.6,12.14
No,70,1,0,0.0,1,129.9,102,40.0,10.44
Yes,109,0,0,0.0,2,268.4,85,59.0,7.53
No,100,1,0,0.0,2,188.5,152,45.0,7.42
No,104,1,0,0.24,1,170.6,97,45.4,8.11
No,106,1,0,0.0,1,191.4,124,50.0,10.04
No,84,1,0,0.0,1,75.3,96,29.0,9.0
No,80,1,0,0.4,2,149.8,123,53.0,13.82
No,100,1,0,0.0,1,115.9,87,30.0,5.57
No,99,1,0,0.0,2,128.8,86,40.0,10.2
No,50,1,0,0.0,1,131.7,108,41.0,10.83
No,105,1,0,0.0,1,101.4,48,31.0,7.96
No,113,1,1,2.57,4,149.0,104,71.7,11.79
No,111,1,1,3.62,2,96.8,123,67.2,8.53
No,161,1,0,0.0,2,107.5,121,41.0,12.82
Yes,70,1,0,0.0,0,232.8,95,66.0,15.17
No,97,1,1,2.24,3,121.1,105,65.4,13.01
No,130,1,0,0.0,0,124.3,70,45.0,13.54
No,92,1,0,0.0,1,157.7,101,53.0,14.93
No,119,1,0,0.0,0,124.3,68,39.0,10.36
Yes,115,1,0,0.0,1,286.4,125,67.0,10.29
No,134,1,0,0.0,0,141.7,95,42.0,10.28
No,127,1,1,1.3,0,173.0,91,64.0,12.29
Yes,80,1,0,0.0,2,268.7,120,72.0,15.05
No,153,1,1,2.54,0,218.5,130,74.4,6.71
No,85,1,0,0.0,3,255.3,114,60.0,9.73
No,79,1,0,0.0,1,41.9,124,26.0,10.55
No,35,1,0,0.0,1,260.8,87,67.0,12.91
No,120,1,1,2.08,0,239.4,94,83.8,12.97
No,68,1,0,0.33,0,226.7,94,56.3,8.42
Yes,60,1,0,0.0,1,179.3,147,49.0,10.45
No,120,1,0,0.0,1,158.0,110,44.0,9.85
No,71,1,1,3.81,1,175.7,82,90.1,12.95
No,124,1,0,0.0,3,157.4,107,42.0,8.39
Yes,23,1,0,0.0,1,113.1,74,34.0,8.44
No,225,1,0,0.0,1,182.7,142,53.0,12.33
Yes,181,0,0,0.21,0,161.3,83,40.1,6.22
No,63,1,0,0.0,2,142.5,92,42.0,10.42
Yes,54,0,0,0.38,2,190.5,108,58.8,12.99
No,80,0,1,3.21,1,159.3,110,74.1,8.53
No,118,0,1,2.48,1,153.8,106,61.8,6.17
No,42,0,0,0.0,2,180.7,127,46.0,8.73
No,134,1,0,0.0,0,202.7,105,54.0,11.25
No,66,1,1,2.4,0,190.8,100,79.0,13.07
No,66,1,0,0.31,2,205.1,102,58.1,11.64
No,127,1,1,2.08,1,235.6,124,81.8,11.84
No,146,1,0,0.0,0,189.3,77,46.0,7.8
No,93,1,1,3.11,1,166.9,101,83.1,13.66
Yes,77,1,0,0.0,0,245.2,87,64.0,12.71
Yes,111,1,0,0.0,4,132.6,125,42.0,11.06
No,125,1,0,0.0,2,182.3,64,43.0,6.99
No,115,1,1,2.84,2,192.3,86,69.4,4.44
Yes,115,0,0,0.0,2,122.0,110,40.0,11.01
No,114,1,0,0.0,2,193.0,101,55.0,12.5
No,106,1,0,0.0,0,158.6,112,46.0,11.0
No,118,1,1,3.43,2,91.5,125,69.3,11.0
No,59,1,0,0.19,1,153.6,92,45.9,10.28
No,87,0,1,3.11,1,221.6,79,83.1,7.86
No,21,1,0,0.3,1,244.7,81,59.0,8.4
No,142,1,1,2.57,0,239.8,103,91.7,14.3
No,62,1,0,0.0,0,172.4,132,49.0,11.53
Yes,149,1,0,0.0,3,242.5,83,63.0,12.27
No,54,1,1,3.05,2,117.6,82,64.5,7.96
No,112,1,0,0.0,1,174.5,127,52.0,12.97
No,68,1,0,0.0,1,157.3,83,46.0,11.05
No,201,1,1,4.08,1,192.0,97,93.8,11.96
No,88,1,0,0.0,1,218.2,76,52.0,8.47
No,85,1,1,2.94,1,144.6,97,66.4,7.0
Yes,51,0,0,0.0,0,153.6,108,46.0,11.65
No,45,1,1,2.13,2,135.8,104,63.3,11.13
No,116,1,0,0.0,0,160.7,69,40.0,7.34
No,146,1,1,2.11,1,202.5,91,76.1,12.07
No,63,1,1,3.32,1,152.2,119,79.2,11.36
No,133,1,0,0.0,0,227.4,90,45.0,3.66
No,125,1,0,0.0,2,191.6,115,51.0,10.28
No,72,1,0,0.0,1,138.9,111,42.0,10.58
No,130,1,0,0.18,0,127.0,102,41.8,10.35
No,97,1,0,0.0,1,168.6,87,51.0,12.96
Yes,54,1,0,0.0,1,286.6,73,68.0,11.16
No,160,1,1,4.1,1,164.6,121,92.0,13.14
No,79,1,0,0.24,1,144.0,90,39.4,6.79
No,92,1,1,2.75,0,141.6,95,69.5,10.4
No,59,1,0,0.0,1,204.3,65,56.0,12.37
No,132,1,0,0.32,1,163.2,80,45.2,8.38
No,21,1,0,0.0,0,225.0,110,60.0,12.21
No,93,1,0,0.23,2,176.1,103,49.3,9.99
No,147,1,1,3.73,5,254.2,78,100.3,11.41
No,101,1,0,0.0,1,174.9,105,52.0,13.1
Yes,125,0,0,0.0,0,187.3,118,46.0,8.04
No,63,1,0,0.27,3,211.8,84,58.7,11.55
No,107,1,0,0.0,0,241.9,102,52.0,6.35
No,110,1,0,0.0,3,196.1,103,51.0,9.99
No,83,1,0,0.0,3,231.3,100,58.0,10.52
No,117,1,0,0.42,1,161.6,104,49.2,9.82
No,124,1,0,0.0,0,194.0,103,54.0,12.05
No,115,1,0,0.0,3,109.7,148,38.0,11.19
No,156,0,0,0.2,1,277.0,119,70.0,11.92
No,89,1,0,0.15,0,192.1,83,48.5,8.18
No,72,1,0,0.0,0,198.4,147,53.0,10.85
No,101,1,1,2.57,0,209.2,82,75.7,7.99
No,53,1,0,0.0,2,184.8,98,50.0,10.82
No,116,1,0,0.0,2,167.8,119,41.0,7.1
No,78,1,0,0.0,3,139.2,140,40.0,9.57
No,117,1,1,1.19,0,221.3,82,63.9,8.38
No,56,1,0,0.0,1,121.6,84,35.0,8.27
No,123,1,1,4.16,1,270.4,99,108.6,12.26
No,127,1,0,0.0,2,139.6,94,45.0,12.05
No,116,1,1,3.19,2,253.0,78,86.9,6.95
No,138,1,1,4.05,1,183.9,83,92.5,12.04
No,120,1,0,0.0,3,203.3,108,57.0,13.0
No,102,1,0,0.0,3,200.6,106,48.0,7.63
No,95,1,0,0.0,2,167.6,96,44.0,8.8
No,102,1,0,0.0,2,156.5,67,44.0,10.22
No,89,1,1,2.86,1,215.1,140,82.6,9.87
No,50,1,0,0.21,1,301.7,82,68.1,8.36
No,93,1,1,3.05,7,152.3,90,79.5,13.38
No,68,1,0,0.0,1,195.4,116,52.0,10.61
No,70,1,0,0.0,2,208.7,97,59.0,13.78
No,138,1,1,3.83,0,190.1,87,90.3,11.16
No,141,1,1,2.16,4,185.4,87,68.6,8.93
No,112,1,1,2.62,0,183.2,95,79.2,12.64
Yes,117,0,0,0.0,1,54.2,100,35.0,15.16
No,1,1,1,2.19,1,208.0,115,73.9,9.25
No,70,1,0,0.0,1,230.3,110,46.0,3.9
No,87,1,1,1.92,2,240.8,102,67.2,3.8
No,52,1,1,1.43,2,195.7,119,57.3,5.31
Yes,97,1,0,0.4,0,276.1,82,69.0,10.06
No,105,1,0,0.0,2,166.1,93,44.0,8.8
Yes,77,1,1,3.11,4,135.9,117,75.1,12.23
Yes,80,0,0,0.0,2,189.1,122,52.0,11.16
No,120,1,1,3.11,1,177.9,117,77.1,8.76
No,54,1,1,3.38,2,143.9,73,76.8,10.52
No,148,0,0,0.0,2,148.2,138,39.0,7.98
Yes,119,1,0,0.0,2,287.1,115,63.0,7.97
Yes,162,1,1,2.51,1,179.7,144,75.1,10.91
Yes,85,1,0,0.0,5,165.8,96,45.0,9.5
No,101,1,1,3.92,1,144.1,144,78.2,8.38
No,172,1,0,0.0,0,172.5,85,51.0,12.66
No,80,1,0,0.0,1,199.8,138,49.0,8.36
No,67,1,0,0.0,2,109.1,134,31.0,7.12
No,86,1,0,0.0,1,171.8,106,55.0,15.09
Yes,107,1,0,0.0,1,222.3,101,63.0,14.3
No,133,1,0,0.0,0,245.8,102,65.0,13.24
No,116,1,0,0.0,0,164.6,110,51.0,13.53
No,63,1,0,0.36,0,211.7,107,63.6,13.59
Yes,119,0,1,2.08,0,147.2,103,59.8,8.01
Yes,133,0,0,0.0,0,254.7,103,65.0,12.61
No,94,0,0,0.0,1,170.1,113,53.0,13.59
No,69,1,0,0.41,0,195.1,91,60.1,13.08
Yes,146,1,0,0.0,7,149.3,83,42.0,9.36
Yes,119,1,0,0.0,2,81.9,75,36.0,12.69
No,142,0,1,2.65,0,191.1,109,72.5,7.48
No,123,1,0,0.0,3,206.9,115,55.0,11.22
Yes,101,1,0,0.0,1,239.0,156,64.0,13.65
No,43,1,0,0.35,0,179.3,97,55.5,12.64
No,69,1,0,0.0,0,185.3,91,51.0,10.96
No,15,0,0,0.0,2,141.4,80,35.0,6.2
No,107,1,1,3.24,1,248.6,91,85.4,5.97
No,67,1,0,0.0,2,152.5,131,48.0,12.62
No,99,1,0,0.28,1,145.6,102,47.8,11.55
No,46,1,0,0.0,1,164.2,116,45.0,9.81
No,55,0,0,0.0,1,221.0,115,52.0,8.27
Yes,39,1,0,0.0,1,295.4,126,70.0,11.61
No,92,1,0,0.0,2,139.8,98,39.0,8.75
Yes,56,1,0,0.16,4,162.3,99,42.6,7.46
Yes,76,1,0,0.0,0,272.7,97,67.0,11.82
No,132,0,1,3.48,2,200.3,75,88.8,11.33
No,140,1,1,3.0,1,157.1,77,72.0,8.62
No,51,0,1,3.32,2,135.8,60,74.2,10.03
No,27,1,0,0.16,1,236.7,110,61.6,11.6
No,224,1,0,0.21,3,111.4,133,36.1,8.75
Yes,105,0,1,3.97,0,156.1,89,75.7,5.36
No,117,1,0,0.0,2,191.1,93,57.0,14.14
Yes,91,1,0,0.0,1,153.0,123,38.0,7.06
No,135,1,0,0.0,4,218.8,123,58.0,12.14
No,146,1,0,0.0,3,205.4,101,47.0,6.75
Yes,147,0,0,0.0,0,225.2,111,54.0,9.25
Yes,68,1,0,0.0,2,249.9,127,65.0,12.73
No,68,1,0,0.41,3,131.6,89,39.1,6.85
No,86,1,1,2.73,0,197.9,99,75.3,8.28
No,131,1,0,0.0,1,166.5,129,47.0,10.51
No,86,1,1,3.48,1,225.4,79,89.8,9.36
Yes,159,1,0,0.0,2,275.8,103,63.0,9.48
No,134,1,1,2.92,1,142.9,105,61.2,4.43
No,113,1,0,0.0,1,207.2,113,57.0,12.8
No,132,1,0,0.0,1,206.2,100,53.0,10.56
No,85,1,0,0.0,1,210.3,66,53.0,9.79
Yes,93,0,1,3.78,1,225.7,117,86.8,5.98
Yes,174,1,1,3.92,4,167.8,91,85.2,10.27
No,61,1,0,0.0,2,197.7,118,47.0,7.61
No,91,1,1,2.94,1,169.8,105,64.4,3.26
No,88,1,1,2.65,2,190.6,104,79.5,11.87
No,88,1,1,3.46,2,80.3,140,61.6,7.67
No,195,1,1,3.27,0,231.7,110,91.7,11.26
No,182,1,0,0.0,0,69.1,114,32.0,11.52
No,118,1,0,0.0,4,188.8,60,51.0,10.87
Yes,103,1,0,0.0,8,150.6,125,40.0,8.46
No,65,1,0,0.28,2,192.0,89,47.8,6.98
No,61,1,1,2.67,3,163.7,78,64.7,5.66
No,172,1,0,0.0,1,211.7,100,53.0,9.94
No,72,1,0,0.0,1,175.5,103,42.0,6.62
No,113,1,0,0.0,2,150.1,120,43.0,10.01
No,177,1,0,0.0,1,189.5,99,48.0,8.82
Yes,100,1,0,0.0,6,70.8,94,31.0,10.78
No,67,1,0,0.35,1,215.5,102,56.5,9.54
No,136,1,0,0.0,3,101.7,105,35.0,10.14
No,71,1,0,0.23,4,258.4,132,57.3,6.34
No,134,1,0,0.0,1,242.4,126,55.0,7.65
No,124,1,0,0.0,1,131.8,82,47.0,14.22
No,84,1,0,0.26,2,190.2,102,52.6,9.89
No,39,1,0,0.0,2,154.1,104,44.0,10.21
No,110,1,0,0.0,3,188.0,127,40.0,4.53
No,102,1,0,0.0,1,103.1,70,41.0,13.75
No,70,1,0,0.0,0,175.4,130,44.0,7.98
No,142,1,0,0.0,1,145.4,93,43.0,10.46
No,81,0,0,0.0,1,250.6,85,59.0,9.4
No,17,1,0,0.0,1,161.5,123,46.0,10.71
Yes,119,1,0,0.0,1,260.1,101,67.0,12.83
Yes,105,1,0,0.0,0,281.3,124,74.0,15.08
Yes,108,0,1,3.67,3,130.1,90,73.7,8.35
No,90,1,0,0.0,2,102.0,118,27.0,5.67
No,100,1,1,3.27,1,218.7,104,83.7,7.75
No,155,1,1,1.84,1,128.5,86,56.4,9.42
Yes,113,1,0,0.0,2,128.7,100,42.0,11.36
No,123,1,0,0.36,1,172.2,92,47.6,8.13
No,145,1,0,0.0,1,199.2,124,45.0,6.3
No,42,1,0,0.0,2,184.5,98,49.0,10.03
No,125,1,0,0.0,0,168.6,99,44.0,8.78
No,131,1,1,1.81,1,174.0,118,66.1,10.27
No,107,1,0,0.0,1,230.4,65,62.0,12.87
No,48,1,0,0.0,1,198.2,73,51.0,10.14
No,76,1,0,0.0,0,186.1,96,50.0,10.58
No,128,1,0,0.0,1,148.5,105,46.0,12.15
No,73,1,0,0.0,0,157.1,109,50.0,13.44
Yes,52,1,0,0.0,4,155.0,110,38.0,6.67
No,126,0,1,2.59,1,129.3,123,62.9,8.83
No,124,1,0,0.0,1,188.5,77,48.0,9.1
No,137,1,0,0.0,0,208.8,120,55.0,11.27
Yes,71,1,0,0.0,0,238.0,82,65.0,13.93
No,139,1,0,0.0,0,211.1,103,54.0,10.35
No,107,1,1,3.4,3,198.9,87,86.0,10.35
No,147,1,0,0.33,1,212.8,79,57.3,10.21
No,116,1,0,0.0,3,137.4,126,34.0,6.0
No,60,1,1,3.46,2,191.8,75,90.6,13.39
No,38,1,0,0.0,0,149.0,92,30.0,2.46
No,63,1,0,0.0,3,117.1,118,42.0,12.48
No,94,1,0,0.0,3,108.0,79,39.0,12.1
No,131,1,0,0.0,0,112.8,133,37.0,9.97
No,158,1,0,0.33,1,175.9,105,49.3,9.42
Yes,139,1,0,0.0,1,236.6,109,55.0,8.5
No,77,1,0,0.0,1,169.4,102,45.0,9.25
